transaction_id,timestamp,customer_name,city,product,category,quantity,unit_price_eur,payment_method,satisfaction_score,returned,total_revenue_eur,data_quality_flag
205,2025-07-21 15:45:04,Winifred Macy,Frankfurt,Monitor,Zubehör,1,19.78,Barzahlung,2,Nein,19.78,OK
206,2026-01-29 1:14:08,Shane Antuoni,Frankfurt,Laptop,Zubehör,10,484.09,PayPal,2,Ja,4840.9,OK
207,2026-03-18 16:36:58,Alberik Purches,Düsseldorf,Monitor,Zubehör,5,180.48,Kreditkarte,2,Nein,902.4,OK
208,2025-10-24 0:59:20,Perceval Lensch,Hamburg,Maus,Zubehör,9,684.58,PayPal,1,Nein,6161.22,OK
209,2026-05-29 17:55:41,Donni Brand,Berlin,Smartphone,Electronics,1,588.28,Banküberweisung,3,Ja,588.28,OK
210,2026-02-09 7:03:01,Gretta Fillis,Hamburg,Maus,Electronics,8,632.35,Banküberweisung,5,Ja,5058.8,OK
211,2025-06-13 19:42:50,Raimundo Akam,Berlin,Monitor,Electronics,5,637.17,Banküberweisung,2,Ja,3185.85,OK
212,2026-01-30 14:24:59,Murray Otley,Hamburg,Maus,Zubehör,8,727.62,Kreditkarte,2,Nein,5820.96,OK
213,2026-03-01 21:45:39,Alix Caustic,Frankfurt,Maus,Zubehör,2,1182.45,Kreditkarte,3,Nein,2364.9,OK
214,2026-05-16 10:06:21,Florance O'Dunniom,München,Webcam,Electronics,3,932.46,PayPal,5,Ja,2797.38,OK
215,2026-02-05 21:50:33,Marthe Bauld,Stuttgart,Webcam,Electronics,9,1147.46,Barzahlung,4,Nein,10327.14,OK
216,2025-08-17 16:10:02,Regina Greenhaugh,Köln,Monitor,Zubehör,6,743.67,Kreditkarte,4,Nein,4462.02,OK
217,2025-06-14 8:46:04,Ricky de Tocqueville,Frankfurt,Maus,Zubehör,3,140.52,Banküberweisung,1,Ja,421.56,OK
218,2025-06-23 5:11:59,Ramonda Mechi,Hamburg,Smartphone,Zubehör,7,765.83,Banküberweisung,2,Nein,5360.81,OK
219,2026-05-01 22:43:16,Zachery Palmar,Stuttgart,USB-Hub,Electronics,3,538.57,Banküberweisung,4,Ja,1615.71,OK
220,2025-06-19 15:08:40,Waiter Mayell,Frankfurt,Maus,Electronics,10,238.21,Banküberweisung,4,Nein,2382.1,OK
221,2025-08-25 21:50:26,Binky Wreiford,Stuttgart,Laptop,Electronics,5,491.31,PayPal,2,Ja,2456.55,OK
222,2026-01-24 15:04:54,Myrtice Dozdill,Leipzig,Kopfhörer,Zubehör,7,1199.53,PayPal,5,Nein,8396.71,OK
223,2026-02-03 4:10:11,Car Wringe,Frankfurt,Tastatur,Electronics,9,,Kreditkarte,1,Nein,0,REVIEW
224,2026-05-23 14:27:53,Dimitri Huffy,München,Smartphone,Zubehör,3,625.97,Kreditkarte,5,Ja,1877.91,OK
225,2026-01-21 5:44:22,Lanny Ezzle,Hamburg,Webcam,Electronics,9,619.71,Barzahlung,2,Nein,5577.39,OK
226,2025-08-04 11:50:27,Raina Monget,Berlin,Laptop,Electronics,10,258.44,Kreditkarte,4,Nein,2584.4,OK
227,2026-05-12 3:38:17,Helene Streather,Hamburg,Smartphone,Electronics,3,563.17,PayPal,3,Nein,1689.51,OK
228,2026-02-13 11:40:23,Burnard Pighills,Frankfurt,Kopfhörer,Zubehör,6,24.45,Barzahlung,1,Nein,146.7,OK
229,2026-03-12 8:23:03,Aimil Burge,Berlin,Laptop,Zubehör,7,937.65,Banküberweisung,4,Nein,6563.55,OK
230,2025-08-27 2:57:26,Shalom Halfacre,München,Monitor,Zubehör,6,99.16,Banküberweisung,5,Ja,594.96,OK
231,2026-05-06 8:54:24,Jacqueline Chestnutt,Frankfurt,USB-Hub,Electronics,5,1070.1,PayPal,2,Nein,5350.5,OK
232,2026-02-11 22:04:11,Angie Alessandone,Köln,USB-Hub,Zubehör,1,842.2,Barzahlung,4,Nein,842.2,OK
233,2026-02-04 10:23:04,Hermina Tellwright,Berlin,USB-Hub,Zubehör,1,791.56,Barzahlung,2,Nein,791.56,OK
234,2026-04-30 13:44:41,Brod Haslegrave,Stuttgart,Smartphone,Zubehör,7,1026.78,Banküberweisung,1,Nein,7187.46,OK
235,2026-01-20 10:31:36,Rollin Crowson,Berlin,Maus,Zubehör,8,335.88,Kreditkarte,5,Nein,2687.04,OK
236,2026-02-07 21:23:59,Regen Mancer,Stuttgart,Laptop,Electronics,2,486,Banküberweisung,3,Nein,972,OK
237,2025-08-13 8:07:39,Ramona Redhouse,Leipzig,Kopfhörer,Electronics,7,170.15,PayPal,1,Nein,1191.05,OK
238,2026-01-04 2:07:03,Jobi Bernardt,Köln,Tastatur,Electronics,10,1051.97,Banküberweisung,5,Nein,10519.7,OK
239,2026-02-06 18:28:57,Nicki Hawley,München,Monitor,Electronics,6,1187.8,Kreditkarte,2,Nein,7126.8,OK
240,2025-08-01 3:35:56,Gabriello Plumbley,Hamburg,Tastatur,Electronics,5,459.57,PayPal,3,Nein,2297.85,OK
241,2025-08-23 15:25:26,Denys Allsop,Hamburg,Tastatur,Electronics,7,72.07,Banküberweisung,2,Nein,504.49,OK
242,2025-10-11 13:12:48,Connie Melling,Frankfurt,Webcam,Electronics,4,119.84,Kreditkarte,2,Ja,479.36,OK
243,2025-12-20 3:43:21,Shane Tow,Berlin,USB-Hub,Electronics,2,955.73,Banküberweisung,4,Nein,1911.46,OK
244,2025-08-20 5:17:46,Jimmie Huie,München,Monitor,Zubehör,1,158.58,Barzahlung,1,Nein,158.58,OK
245,2025-08-31 11:54:54,Livy Munkley,Hamburg,Smartphone,Zubehör,9,206.28,PayPal,2,Nein,1856.52,OK
246,2025-11-21 1:40:56,Gerti Cordoba,Frankfurt,Smartphone,Electronics,10,626.59,PayPal,1,Ja,6265.9,OK
247,2025-11-11 4:46:14,Gianni Hay,München,Maus,Zubehör,10,480,PayPal,4,Nein,4800,OK
248,2025-09-03 21:31:43,Geoff Hawley,Stuttgart,USB-Hub,Electronics,1,778.55,Barzahlung,5,Ja,778.55,OK
249,2026-01-22 22:58:30,Kristoforo Pearlman,Düsseldorf,Monitor,Electronics,4,1055.8,PayPal,2,Nein,4223.2,OK
250,2026-03-21 21:41:42,Darcie Pyke,Frankfurt,Tastatur,Zubehör,3,452.16,Banküberweisung,3,Nein,1356.48,OK
251,2025-11-18 18:19:18,Hershel McGilvra,Düsseldorf,USB-Hub,Zubehör,2,328.99,Banküberweisung,2,Nein,657.98,OK
252,2026-02-16 1:23:55,Amalee Milsap,Düsseldorf,Maus,Zubehör,9,925.91,Kreditkarte,3,Nein,8333.19,OK
253,2026-03-30 22:31:04,Madison Glenn,Berlin,Maus,Zubehör,9,185.65,Banküberweisung,3,Nein,1670.85,OK
254,2026-03-24 17:46:26,Ag Ennals,München,Laptop,Electronics,3,1165.69,Barzahlung,5,Nein,3497.07,OK
255,2025-08-29 22:18:20,Artemis Josskoviz,Düsseldorf,Laptop,Electronics,6,525.98,PayPal,4,Nein,3155.88,OK
256,2025-09-18 5:55:52,Deonne Rand,Leipzig,Smartphone,Electronics,5,679.24,PayPal,3,Nein,3396.2,OK
257,2025-08-20 19:42:32,Virgie Whaymand,Berlin,Monitor,Electronics,6,1174.16,PayPal,5,Nein,7044.96,OK
258,2026-02-13 5:07:21,Hana Genery,Frankfurt,Laptop,Electronics,6,1078.12,Kreditkarte,3,Nein,6468.72,OK
259,2025-11-13 10:25:54,Theressa Kidds,Leipzig,Monitor,Electronics,1,549.24,PayPal,3,Nein,549.24,OK
260,2026-01-21 22:42:19,Alexio Wildbore,Hamburg,Tastatur,Electronics,6,904.71,Barzahlung,2,Nein,5428.26,OK
261,2025-09-30 4:17:00,Reece Faragan,Stuttgart,Webcam,Electronics,3,960.88,PayPal,4,Nein,2882.64,OK
262,2025-08-18 1:24:28,Fergus Urquhart,Hamburg,Smartphone,Zubehör,8,863.75,Barzahlung,3,Nein,6910,OK
263,2026-01-22 8:45:27,Boot Giorgielli,Leipzig,USB-Hub,Zubehör,7,666.58,Kreditkarte,4,Nein,4666.06,OK
264,2026-01-21 17:26:40,Tommi Curwen,Hamburg,USB-Hub,Zubehör,7,334.5,PayPal,3,Ja,2341.5,OK
265,2025-08-20 14:14:05,Nelie Ormrod,Stuttgart,Laptop,Electronics,7,1153.5,PayPal,5,Ja,8074.5,OK
266,2025-12-19 8:15:24,Stafani Orknay,Frankfurt,Maus,Electronics,2,731.01,Banküberweisung,2,Nein,1462.02,OK
267,2026-01-18 18:32:09,Fair Lovatt,Köln,Kopfhörer,Electronics,5,175.69,PayPal,2,Nein,878.45,OK
268,2026-04-11 8:19:37,Stanley Alcide,Stuttgart,Laptop,Electronics,9,337.58,Banküberweisung,4,Nein,3038.22,OK
269,2025-11-13 19:08:16,Kaye Wadge,Köln,Maus,Zubehör,1,181.15,Banküberweisung,3,Nein,181.15,OK
270,2026-03-16 18:11:22,Clement Defont,Köln,Tastatur,Zubehör,6,508.61,Banküberweisung,2,Nein,3051.66,OK
271,2026-02-23 16:59:03,Dur Fullick,Frankfurt,Tastatur,Zubehör,6,107.7,Kreditkarte,5,Nein,646.2,OK
272,2026-03-15 11:20:31,Eyde Grayham,Stuttgart,Monitor,Electronics,4,715.62,PayPal,5,Nein,2862.48,OK
273,2025-10-20 20:25:25,Cordey Week,Stuttgart,Tastatur,Electronics,7,365.43,Kreditkarte,3,Nein,2558.01,OK
274,2026-04-03 3:50:40,Dollie Kennaird,Stuttgart,Monitor,Zubehör,7,904.09,PayPal,3,Ja,6328.63,OK
275,2026-03-18 1:58:10,Lil Gauden,Hamburg,Tastatur,Electronics,10,307.61,Barzahlung,4,Nein,3076.1,OK
276,2025-12-24 16:32:25,Oneida Schuh,Köln,Monitor,Electronics,8,283.77,PayPal,2,Ja,2270.16,OK
277,2025-06-30 6:25:54,Viviyan Clubbe,Düsseldorf,Tastatur,Zubehör,2,,PayPal,5,Nein,0,REVIEW
278,2026-01-27 17:16:56,Jeremie Ellison,Berlin,Laptop,Zubehör,8,91.65,Kreditkarte,1,Ja,733.2,OK
279,2025-12-30 21:47:41,Rebecka Gerish,Frankfurt,Laptop,Zubehör,2,323.09,Banküberweisung,2,Nein,646.18,OK
280,2025-07-26 6:39:11,Kelcey Ingreda,Frankfurt,Kopfhörer,Zubehör,2,765.52,Kreditkarte,1,Ja,1531.04,OK
281,2026-04-06 23:18:11,Sibilla Winterscale,Hamburg,USB-Hub,Electronics,1,776.38,Barzahlung,3,Nein,776.38,OK
282,2026-04-25 22:34:33,Fiona Atherton,Frankfurt,Webcam,Zubehör,2,930.46,Kreditkarte,2,Nein,1860.92,OK
283,2025-08-20 12:59:49,Gordan Welland,Köln,Laptop,Electronics,6,449.22,Barzahlung,5,Nein,2695.32,OK
284,2026-05-10 12:28:39,Sancho Oosthout de Vree,Berlin,Webcam,Electronics,3,732.92,Banküberweisung,5,Nein,2198.76,OK
285,2026-03-24 13:14:20,Rodrick Grigore,München,USB-Hub,Electronics,5,1025.66,PayPal,3,Nein,5128.3,OK
286,2026-03-25 13:19:31,Temp Pilbeam,Frankfurt,Maus,Zubehör,10,967.74,Banküberweisung,2,Nein,9677.4,OK
287,2026-03-12 17:32:11,Brigid Goullee,Düsseldorf,USB-Hub,Zubehör,4,225.66,Kreditkarte,2,Nein,902.64,OK
288,2025-10-18 6:57:12,Harriette de Savery,München,Webcam,Electronics,7,953.39,Banküberweisung,2,Nein,6673.73,OK
289,2026-01-06 6:57:45,Ceil Deans,Leipzig,Laptop,Electronics,3,1013.79,Kreditkarte,3,Nein,3041.37,OK
290,2025-06-06 5:52:00,Veronike Fassan,Leipzig,USB-Hub,Electronics,9,549.58,PayPal,3,Nein,4946.22,OK
291,2026-01-29 2:58:58,Vittoria Hansell,Hamburg,Maus,Zubehör,10,602.1,Kreditkarte,2,Nein,6021,OK
292,2025-11-14 17:56:37,Desmond Zorzin,Leipzig,Tastatur,Zubehör,7,256.53,PayPal,5,Ja,1795.71,OK
293,2026-02-14 16:04:25,Eddy Risman,Stuttgart,Maus,Electronics,9,493.43,Banküberweisung,5,Nein,4440.87,OK
294,2026-04-15 12:48:18,Clim Hynson,Köln,Webcam,Zubehör,9,1016.64,Kreditkarte,4,Nein,9149.76,OK
295,2026-05-10 3:39:14,Krissie Haddacks,München,USB-Hub,Zubehör,9,659.71,PayPal,3,Nein,5937.39,OK
296,2025-12-29 22:13:51,Dennison Tugwell,München,Maus,Zubehör,10,803.52,PayPal,5,Ja,8035.2,OK
297,2025-08-07 3:51:00,Lewes Sabben,Berlin,Kopfhörer,Zubehör,1,824.4,PayPal,4,Nein,824.4,OK
298,2025-11-10 9:22:37,Artie Pavlitschek,Leipzig,Tastatur,Electronics,1,941.62,Barzahlung,4,Nein,941.62,OK
299,2025-08-17 10:45:23,Sarine Pentecost,Düsseldorf,Webcam,Electronics,6,724.01,Kreditkarte,1,Nein,4344.06,OK
300,2026-03-05 1:06:09,Adler Westnage,Leipzig,Monitor,Zubehör,10,699.28,Kreditkarte,5,Nein,6992.8,OK
301,2026-04-11 22:28:33,Israel Lorenzetti,Köln,Webcam,Zubehör,6,969.69,PayPal,5,Nein,5818.14,OK
302,2026-04-27 10:55:10,Dyana Bloodworth,Köln,USB-Hub,Zubehör,2,1144.13,Barzahlung,5,Ja,2288.26,OK
303,2026-03-06 21:58:24,Kamilah Abells,Düsseldorf,Laptop,Electronics,1,866.49,PayPal,4,Nein,866.49,OK
304,2026-05-19 3:41:54,Cristobal Muddle,Berlin,Maus,Zubehör,10,845.2,PayPal,5,Nein,8452,OK
305,2025-09-29 13:05:12,Kaila Gilks,München,Webcam,Electronics,3,347.47,PayPal,1,Nein,1042.41,OK
306,2026-05-26 18:00:01,Hortensia Bryan,München,Tastatur,Zubehör,9,954.91,PayPal,5,Nein,8594.19,OK
307,2026-04-19 18:27:32,Frasquito Whitehorne,Frankfurt,USB-Hub,Zubehör,4,592.66,Banküberweisung,3,Ja,2370.64,OK
308,2026-03-29 11:48:07,Milissent Zarfati,Düsseldorf,Webcam,Electronics,5,30.5,PayPal,3,Nein,152.5,OK
309,2026-02-13 6:39:17,Leona Kernan,Berlin,Maus,Electronics,6,1151.61,Barzahlung,2,Nein,6909.66,OK
310,2026-03-01 3:43:01,Garner Alleburton,Hamburg,Webcam,Electronics,10,956.71,Barzahlung,5,Nein,9567.1,OK
311,2026-01-13 22:53:42,Krisha Pendall,Düsseldorf,USB-Hub,Electronics,2,919.21,Barzahlung,5,Ja,1838.42,OK
312,2026-03-24 20:30:39,Reese Parslow,Frankfurt,Laptop,Zubehör,7,77.42,Banküberweisung,4,Ja,541.94,OK
313,2026-05-24 16:25:10,Ernesta Domengue,Hamburg,Monitor,Electronics,2,754.51,Banküberweisung,4,Ja,1509.02,OK
314,2025-10-03 4:02:53,Titus Mitchiner,Leipzig,Smartphone,Electronics,2,441.25,PayPal,4,Nein,882.5,OK
315,2026-04-07 16:51:02,Wenonah Buttfield,Düsseldorf,Tastatur,Zubehör,4,312.29,Barzahlung,4,Nein,1249.16,OK
316,2025-12-21 4:31:50,Clarinda Alpes,Stuttgart,Maus,Zubehör,9,1153.57,Banküberweisung,1,Ja,10382.13,OK
317,2026-06-01 6:22:29,Gustav Jowling,Köln,USB-Hub,Electronics,6,1039.88,Kreditkarte,2,Nein,6239.28,OK
318,2026-01-02 15:17:48,Eugen Scherme,Hamburg,Webcam,Electronics,10,472.38,Banküberweisung,2,Nein,4723.8,OK
319,2025-11-06 1:36:30,Vevay Meese,Frankfurt,USB-Hub,Zubehör,4,1175.91,Banküberweisung,4,Nein,4703.64,OK
320,2025-11-13 0:18:18,Bentlee Senner,Leipzig,Monitor,Electronics,6,500.01,Banküberweisung,1,Nein,3000.06,OK
321,2025-12-31 1:38:09,Tate Coldham,Stuttgart,Laptop,Electronics,1,525.79,Kreditkarte,3,Ja,525.79,OK
322,2026-02-26 0:32:04,Kathrine Bracken,Stuttgart,Monitor,Zubehör,1,1120,Banküberweisung,4,Ja,1120,OK
323,2025-10-30 21:46:17,Rhea Althorp,München,Tastatur,Electronics,7,435.01,PayPal,1,Ja,3045.07,OK
324,2026-02-17 13:06:36,Pepita Found,Hamburg,Webcam,Zubehör,7,566.06,Kreditkarte,3,Nein,3962.42,OK
325,2025-07-07 6:19:00,Ferne Bezarra,Stuttgart,Kopfhörer,Zubehör,7,933.62,Kreditkarte,5,Nein,6535.34,OK
326,2025-10-30 12:27:38,Rance Isgar,München,Tastatur,Electronics,4,698.42,PayPal,2,Nein,2793.68,OK
327,2026-01-08 5:51:13,Adriaens Broadfoot,München,Monitor,Zubehör,1,373.81,Kreditkarte,4,Nein,373.81,OK
328,2026-03-24 3:52:57,Oby Bradnum,Köln,Laptop,Zubehör,7,948.97,Barzahlung,4,Ja,6642.79,OK
329,2025-12-07 10:29:39,Briant Luis,Leipzig,Maus,Zubehör,5,606.74,Barzahlung,1,Ja,3033.7,OK
330,2025-07-26 21:56:54,Hettie Stanford,Düsseldorf,Smartphone,Zubehör,5,236.77,PayPal,1,Nein,1183.85,OK
331,2026-01-22 8:53:49,Domeniga Paolone,Hamburg,Kopfhörer,Electronics,7,612.64,Kreditkarte,3,Nein,4288.48,OK
332,2026-05-08 18:30:39,Leroy Sterrie,Düsseldorf,Tastatur,Zubehör,5,442.62,PayPal,2,Nein,2213.1,OK
333,2026-05-12 7:31:27,Benyamin Ayars,Hamburg,Kopfhörer,Zubehör,4,154.61,Kreditkarte,2,Nein,618.44,OK
334,2025-07-11 2:11:26,Gonzales Longshaw,Stuttgart,Tastatur,Zubehör,2,1105.51,Kreditkarte,3,Nein,2211.02,OK
335,2025-12-10 18:06:50,Peyter Rottery,Köln,Monitor,Electronics,3,1048.19,PayPal,2,Nein,3144.57,OK
336,2026-04-24 22:19:08,Knox Hargey,Köln,Kopfhörer,Zubehör,6,856.07,Banküberweisung,4,Nein,5136.42,OK
337,2025-10-21 14:34:54,Rouvin Bellow,München,Kopfhörer,Zubehör,4,816.97,PayPal,5,Ja,3267.88,OK
338,2026-04-23 5:08:49,Joete MacCarrane,Hamburg,Kopfhörer,Electronics,10,531.2,PayPal,1,Nein,5312,OK
339,2026-03-23 13:08:39,Elisha Smitheram,Düsseldorf,Maus,Electronics,10,1171.15,Kreditkarte,2,Nein,11711.5,OK
340,2025-07-13 20:38:17,Geordie Hessentaler,Berlin,Laptop,Electronics,2,231.64,PayPal,3,Ja,463.28,OK
341,2025-08-03 11:47:32,Dirk Feldmus,Düsseldorf,Monitor,Zubehör,4,950.55,Kreditkarte,1,Nein,3802.2,OK
342,2025-11-02 12:55:24,Livy Reford,Köln,Laptop,Zubehör,6,1137.01,Kreditkarte,1,Ja,6822.06,OK
343,2025-12-17 2:57:17,Daniel Osant,Köln,Monitor,Zubehör,7,43.69,Banküberweisung,3,Nein,305.83,OK
344,2025-08-14 14:59:05,Allyn Walklate,Hamburg,Webcam,Electronics,7,53.34,Banküberweisung,5,Nein,373.38,OK
345,2025-08-31 11:10:34,Sallyanne Simeon,Düsseldorf,Laptop,Electronics,9,1091.13,PayPal,5,Ja,9820.17,OK
346,2026-04-27 11:02:21,Ebeneser Christophle,Hamburg,Smartphone,Zubehör,4,1171.16,PayPal,1,Ja,4684.64,OK
347,2025-10-10 3:01:09,Arlan Loosley,Frankfurt,Smartphone,Zubehör,5,835.65,Banküberweisung,5,Nein,4178.25,OK
348,2025-06-16 21:29:51,Pall Gurney,Berlin,Smartphone,Zubehör,2,595.32,Barzahlung,2,Nein,1190.64,OK
349,2026-02-10 20:52:14,Anna-diana Buckland,Hamburg,Laptop,Zubehör,6,132.96,PayPal,1,Nein,797.76,OK
350,2026-01-12 19:06:38,Malory Bath,Hamburg,Laptop,Electronics,1,636.75,Kreditkarte,3,Nein,636.75,OK
351,2026-04-25 12:39:52,Denis Catonne,Düsseldorf,USB-Hub,Zubehör,7,890.73,Kreditkarte,2,Nein,6235.11,OK
352,2025-10-03 10:12:02,Fayina Colleck,Hamburg,Laptop,Zubehör,2,79.74,Kreditkarte,4,Nein,159.48,OK
353,2026-02-02 21:14:54,Hyacinthia Folbig,Düsseldorf,Webcam,Zubehör,1,1169.9,PayPal,3,Ja,1169.9,OK
354,2025-06-05 20:23:04,Jobi Gallop,Frankfurt,Smartphone,Electronics,2,827.36,Banküberweisung,3,Nein,1654.72,OK
355,2026-03-28 9:21:35,Riane Primak,Berlin,Webcam,Zubehör,4,664.97,PayPal,2,Nein,2659.88,OK
356,2025-10-31 1:57:30,Bobine Jankin,München,Tastatur,Electronics,5,384.42,PayPal,3,Nein,1922.1,OK
357,2025-08-26 23:49:13,Bibbie Sibbson,Hamburg,Tastatur,Electronics,8,1152.7,PayPal,4,Nein,9221.6,OK
358,2025-09-23 22:17:49,Ardine Du Hamel,Frankfurt,Monitor,Electronics,1,755.93,Barzahlung,4,Ja,755.93,OK
359,2025-07-26 12:43:00,Northrop Harniman,München,Maus,Zubehör,9,693.83,Banküberweisung,5,Nein,6244.47,OK
360,2025-12-12 9:50:57,Tyler Bradick,Köln,Maus,Electronics,2,935.55,Banküberweisung,4,Nein,1871.1,OK
361,2025-10-13 1:29:13,Dean Durbann,Leipzig,Webcam,Zubehör,7,487.15,Kreditkarte,1,Nein,3410.05,OK
362,2025-06-10 15:21:18,Hamnet Coggings,Köln,Monitor,Electronics,5,1169.69,PayPal,3,Nein,5848.45,OK
363,2025-12-03 16:13:24,Penny Dammarell,Hamburg,Tastatur,Zubehör,9,990.42,Kreditkarte,1,Ja,8913.78,OK
364,2025-08-07 15:00:28,Rodolphe Maxwale,Hamburg,Maus,Electronics,5,517.67,Kreditkarte,3,Nein,2588.35,OK
365,2025-10-11 17:29:16,Ephraim Kovacs,Köln,Maus,Zubehör,7,176.62,PayPal,2,Nein,1236.34,OK
366,2026-02-11 0:47:37,Fabien Simcoe,Berlin,USB-Hub,Zubehör,2,774.87,Banküberweisung,1,Nein,1549.74,OK
367,2025-11-23 16:14:14,Lazarus Foss,Düsseldorf,Kopfhörer,Electronics,9,761.25,Barzahlung,2,Nein,6851.25,OK
368,2026-01-28 19:24:25,Zondra Cracie,Frankfurt,Laptop,Zubehör,2,65.11,PayPal,2,Nein,130.22,OK
369,2025-11-17 3:49:52,Ariana Dymick,Berlin,Laptop,Zubehör,4,379.25,PayPal,3,Ja,1517,OK
370,2025-07-04 21:35:14,Chad Brea,Stuttgart,Laptop,Zubehör,2,429.99,PayPal,4,Nein,859.98,OK
371,2025-10-13 20:38:22,Silvanus Cossons,Leipzig,Smartphone,Zubehör,7,496.55,Banküberweisung,3,Nein,3475.85,OK
372,2025-11-02 22:31:51,Rebeca Scemp,Köln,Tastatur,Electronics,4,39.05,Kreditkarte,5,Nein,156.2,OK
373,2026-03-27 20:39:37,Laurence McClarence,Düsseldorf,Maus,Zubehör,4,322.46,Banküberweisung,1,Nein,1289.84,OK
374,2025-06-19 11:26:30,Marietta Kimble,Berlin,Smartphone,Zubehör,4,290.99,Banküberweisung,2,Nein,1163.96,OK
375,2025-10-19 7:21:37,Nanine Trowsdale,Berlin,Kopfhörer,Electronics,2,168.99,Kreditkarte,1,Ja,337.98,OK
376,2026-01-06 12:54:07,Jordain Rookeby,Köln,Tastatur,Zubehör,9,241.91,PayPal,1,Nein,2177.19,OK
377,2026-05-02 8:26:12,Ronalda Robbe,Berlin,Kopfhörer,Electronics,5,824.54,PayPal,3,Nein,4122.7,OK
378,2026-02-03 0:19:52,Kristo Buxcey,Köln,Laptop,Zubehör,6,1063.73,Kreditkarte,4,Ja,6382.38,OK
379,2025-09-28 13:27:25,Finley Addyman,Stuttgart,Laptop,Zubehör,10,445.72,Banküberweisung,2,Nein,4457.2,OK
380,2026-04-17 17:24:11,Erminie Kiezler,Düsseldorf,Laptop,Electronics,9,905.69,Barzahlung,1,Ja,8151.21,OK
381,2025-06-24 8:08:55,Emmeline Mulvany,Frankfurt,Laptop,Electronics,6,1145.66,Barzahlung,1,Nein,6873.96,OK
382,2025-11-15 16:26:35,Jerome Morilla,Frankfurt,USB-Hub,Zubehör,8,196.89,PayPal,4,Nein,1575.12,OK
383,2025-12-30 10:28:57,Noel Grindlay,München,Smartphone,Zubehör,10,865.41,Kreditkarte,4,Nein,8654.1,OK
384,2025-06-07 22:00:38,Lynea Cisco,München,Kopfhörer,Zubehör,10,1063.48,PayPal,5,Nein,10634.8,OK
385,2025-09-21 20:05:42,Dionis Scholtis,Düsseldorf,Smartphone,Electronics,7,187.83,Kreditkarte,4,Nein,1314.81,OK
386,2025-08-12 5:11:46,Davida Shaudfurth,Berlin,Kopfhörer,Electronics,8,505.04,Barzahlung,5,Nein,4040.32,OK
387,2025-12-15 21:25:40,Beverly Lorence,München,Laptop,Electronics,3,94.18,Barzahlung,3,Nein,282.54,OK
388,2026-03-19 20:25:07,Vittoria Aylmore,Frankfurt,Laptop,Electronics,3,694.17,Barzahlung,5,Nein,2082.51,OK
389,2026-04-23 5:10:08,Lorelei Anderer,Köln,USB-Hub,Zubehör,4,575.74,Kreditkarte,5,Nein,2302.96,OK
390,2026-04-13 7:57:03,Hadleigh Stone Fewings,Stuttgart,USB-Hub,Electronics,6,1134.45,Kreditkarte,1,Nein,6806.7,OK
391,2026-04-12 14:23:12,Bryana Hames,Düsseldorf,Tastatur,Electronics,10,950.4,Kreditkarte,2,Nein,9504,OK
392,2025-11-16 18:40:30,Imelda Atwel,München,Maus,Electronics,7,599.47,Kreditkarte,3,Nein,4196.29,OK
393,2025-06-12 0:47:46,Blaire de la Tremoille,Stuttgart,Laptop,Electronics,2,1077.59,Kreditkarte,4,Nein,2155.18,OK
394,2026-05-08 13:39:03,Melisse Middlemiss,München,Kopfhörer,Electronics,5,611.87,PayPal,4,Ja,3059.35,OK
395,2026-02-15 1:31:19,Aurora Farthin,Hamburg,Tastatur,Electronics,6,930.58,Kreditkarte,3,Nein,5583.48,OK
396,2026-03-27 20:57:33,Birgit Adao,München,Laptop,Zubehör,1,741.98,Barzahlung,3,Nein,741.98,OK
397,2026-01-24 1:56:23,Rozelle Dingwall,Stuttgart,Monitor,Zubehör,7,521.74,PayPal,4,Ja,3652.18,OK
398,2025-11-22 23:12:20,Fidole O'Tierney,München,USB-Hub,Zubehör,9,960.71,Banküberweisung,2,Nein,8646.39,OK
399,2025-08-27 11:18:29,Nari Innes,Stuttgart,USB-Hub,Zubehör,8,313.21,PayPal,1,Nein,2505.68,OK
400,2025-07-21 17:12:07,Karrah Padula,Düsseldorf,Webcam,Zubehör,6,425.58,PayPal,5,Nein,2553.48,OK
401,2026-04-08 2:35:39,Ingeberg Lavalle,München,USB-Hub,Zubehör,1,1194.64,Kreditkarte,3,Nein,1194.64,OK
402,2026-01-31 11:09:18,Burt Southcombe,Leipzig,Laptop,Zubehör,6,837.7,Kreditkarte,1,Nein,5026.2,OK
403,2026-01-21 5:02:53,Aurelea Aaronson,Berlin,Smartphone,Zubehör,3,1197.36,PayPal,2,Nein,3592.08,OK
404,2025-08-21 14:01:36,Brock Muckart,Berlin,Laptop,Electronics,1,398.35,PayPal,4,Nein,398.35,OK
405,2025-11-12 3:12:37,Leland McCormick,Stuttgart,Maus,Electronics,7,224.2,Banküberweisung,3,Nein,1569.4,OK
406,2025-10-21 7:33:36,Melosa Basset,Köln,Laptop,Zubehör,1,117.58,Banküberweisung,5,Nein,117.58,OK
407,2026-02-06 3:16:31,Harper Amyes,Leipzig,Monitor,Electronics,6,378.92,Barzahlung,4,Ja,2273.52,OK
408,2025-09-19 23:04:46,Nathalie Reaman,Leipzig,Webcam,Zubehör,3,292.73,Kreditkarte,5,Nein,878.19,OK
409,2026-05-28 1:17:56,Larine Lambell,Stuttgart,Monitor,Electronics,10,463.25,PayPal,1,Nein,4632.5,OK
